,Marka,Model,EAN,RAM,Flash,SIMM,Kolor,mgsm,source
304,Samsung,Galaxy V,8806086337748,0.5 GB,4 GB,1,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyV/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-trend-2-szary.bhtml#afterSearch-8806086337748||||product
305,Samsung,Galaxy Pocket 2,8806086518567,0.5 GB,4 GB,1,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyPocket2/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-pocket-2-czarny.bhtml#afterSearch-8806086518567||||product
306,Kruger&Matz,Live 2 LTE,5901890005456,null,null,null,null,https://www.mgsm.pl/pl/katalog/Kruger&Matz/Live2LTE/,null
307,Motorola,Nexus 6,6947681522619,null,null,null,null,https://www.mgsm.pl/pl/katalog/Motorola/Nexus6/,null
308,Motorola,Nexus 6,6947681522626,null,null,null,null,https://www.mgsm.pl/pl/katalog/Motorola/Nexus6/,null
309,Prestigio,MultiPhone 5517 DUO,8595248124530,1 GB,4 GB,2,null,https://www.mgsm.pl/pl/katalog/Prestigio/MultiPhone5517DUO/,https://www.euro.com.pl/telefony-komorkowe/prestigio-multiphone-psp-5517-duo-czarny.bhtml#afterSearch-8595248124530||||product
310,Huawei,Honor Holly,6901443065448,1 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Huawei/HonorHolly/,https://www.euro.com.pl/telefony-komorkowe/honor-holly-bialy.bhtml#afterSearch-6901443065448||||product
311,Huawei,Honor Holly,6901443065431,1 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Huawei/HonorHolly/,https://www.euro.com.pl/telefony-komorkowe/honor-holly-czarny.bhtml#afterSearch-6901443065431||||product
312,Huawei,Honor Holly,6901443049455,1 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Huawei/HonorHolly/,https://www.euro.com.pl/telefony-komorkowe/honor-3c-lite-czarny.bhtml#afterSearch-6901443049455||||product
313,MaxCom,MM461,5908235973180,null,null,null,null,https://www.mgsm.pl/pl/katalog/MaxCom/MM461/,null
314,MaxCom,MM822,5908235972978,poniżej 512 MB,null,1,null,https://www.mgsm.pl/pl/katalog/MaxCom/MM822/,https://www.euro.com.pl/telefony-komorkowe/maxcom-mm822bb-czarny.bhtml#afterSearch-5908235972978||||product
315,myPhone,S-line 16GB,5902052861736,1 GB,16 GB,2,null,null,https://www.euro.com.pl/telefony-komorkowe/myphone-s-line-16gb-czarny.bhtml#afterSearch-5902052861736||||product
316,myPhone,S-line 16GB,5902052861729,null,null,null,null,null,null
317,Honor,6,6901443026623,null,null,null,null,https://www.mgsm.pl/pl/katalog/Honor/6/,null
318,myPhone,H-Smart,5902052860678,null,null,null,null,null,null
319,myPhone,H-Smart,5902052860685,1 GB,4 GB,2,null,null,https://www.euro.com.pl/telefony-komorkowe/myphone-hammer-iron-czarno-pomaranczowy.bhtml#afterSearch-5902052860685||||product
320,myPhone,Fun 3,5902052860531,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/myPhone/Fun3/,https://www.euro.com.pl/telefony-komorkowe/myphone-fun-3.bhtml#afterSearch-5902052860531||||product
321,Samsung,Galaxy A3 SM-A3009,8806086509886,null,null,null,null,null,null
322,Samsung,Galaxy A3 SM-A3009,8806086510011,null,null,null,null,null,null
323,Samsung,Galaxy A3 SM-A3009,8806086509459,1.5 GB,16 GB,1,null,null,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-a3-bialy.bhtml#afterSearch-8806086509459||||product
324,Samsung,Galaxy A3 SM-A3009,8806086569385,1.5 GB,16 GB,1,null,null,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-a3-zloty.bhtml#afterSearch-8806086569385||||product
325,Manta,Duo Galactic MS6001,5907377863717,null,null,null,null,https://www.mgsm.pl/pl/katalog/Manta/DuoGalacticMS6001/,null
326,Kruger&Matz,Soul 2,5901890007184,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/Kruger&Matz/Soul2/,https://www.euro.com.pl/telefony-komorkowe/kruger-matz-soul-2-km0415-czarny.bhtml#afterSearch-5901890007184||||product
327,Microsoft,Lumia 535 Dual SIM,6438158702127,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/Microsoft/Lumia535DualSIM/,https://www.euro.com.pl/telefony-komorkowe/nokia-lumia-535-zielony.bhtml#afterSearch-6438158702127||||product
328,Microsoft,Lumia 535 Dual SIM,6438158702110,null,null,null,null,https://www.mgsm.pl/pl/katalog/Microsoft/Lumia535DualSIM/,null
329,Microsoft,Lumia 535 Dual SIM,6438158702134,null,null,null,null,https://www.mgsm.pl/pl/katalog/Microsoft/Lumia535DualSIM/,null
330,Microsoft,Lumia 535 Dual SIM,6438158702141,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/Microsoft/Lumia535DualSIM/,https://www.euro.com.pl/telefony-komorkowe/nokia-lumia-535-niebieski.bhtml#afterSearch-6438158702141||||product
331,Huawei,Ascend Y330,6901443004430,0.5 GB,4 GB,1,null,https://www.mgsm.pl/pl/katalog/Huawei/AscendY330/,https://www.euro.com.pl/telefony-komorkowe/huawei-ascend-y330-czarny.bhtml#afterSearch-6901443004430||||product
332,myPhone,Halo 2,5902052860548,poniżej 512 MB,null,1,null,https://www.mgsm.pl/pl/katalog/myPhone/Halo2/,https://www.euro.com.pl/telefony-komorkowe/myphone-halo-2-czarny.bhtml#afterSearch-5902052860548||||product
333,myPhone,Halo 2,5902052860555,poniżej 512 MB,null,1,null,https://www.mgsm.pl/pl/katalog/myPhone/Halo2/,https://www.euro.com.pl/telefony-komorkowe/myphone-halo-2-bialy.bhtml#afterSearch-5902052860555||||product
334,myPhone,Halo 2,5902052862061,poniżej 512 MB,null,1,null,https://www.mgsm.pl/pl/katalog/myPhone/Halo2/,https://www.euro.com.pl/telefony-komorkowe/myphone-halo-2-czerwony.bhtml#afterSearch-5902052862061||||product
335,myPhone,Halo 2,5902052864379,poniżej 512 MB,null,1,null,https://www.mgsm.pl/pl/katalog/myPhone/Halo2/,https://www.euro.com.pl/telefony-komorkowe/myphone-halo-2-niebieski.bhtml#afterSearch-5902052864379||||product
336,myPhone,Halo 2,5902052860548,poniżej 512 MB,null,1,null,https://www.mgsm.pl/pl/katalog/myPhone/Halo2/,https://www.euro.com.pl/telefony-komorkowe/myphone-halo-2-czarny.bhtml#afterSearch-5902052860548||||product
337,Wiko,Lenny,6297000512648,null,null,null,null,https://www.mgsm.pl/pl/katalog/Wiko/Lenny/,null
338,Wiko,Goa,6297000512624,0.5 GB,4 GB,2,null,https://www.mgsm.pl/pl/katalog/Wiko/Goa/,https://www.euro.com.pl/telefony-komorkowe/wiko-mobile-goa-czarny.bhtml#afterSearch-6297000512624||||product
339,Prestigio,MultiPhone 3502 DUO,8595248127067,0.5 GB,4 GB,2,null,https://www.mgsm.pl/pl/katalog/Prestigio/MultiPhone3502DUO/,https://www.euro.com.pl/telefony-komorkowe/prestigio-multiphone-pap3502-duo.bhtml#afterSearch-8595248127067||||product
340,Pentagram,Rebel 4.7,5901443124153,1 GB,4 GB,2,null,https://www.mgsm.pl/pl/katalog/Pentagram/Rebel4.7,https://www.euro.com.pl/telefony-komorkowe/pentagram-rebel-p470-1-czarny.bhtml#afterSearch-5901443124153||||product
341,Wiko,Sunset,6297000512631,0.5 GB,4 GB,2,null,https://www.mgsm.pl/pl/katalog/Wiko/Sunset/,https://www.euro.com.pl/telefony-komorkowe/wiko-mobile-sunset-czarny.bhtml#afterSearch-6297000512631||||product
342,Wiko,Bloom,6297000512549,1 GB,4 GB,2,null,https://www.mgsm.pl/pl/katalog/Wiko/Bloom/,https://www.euro.com.pl/telefony-komorkowe/wiko-mobile-bloom-czarny.bhtml#afterSearch-6297000512549||||product
343,Samsung,Galaxy S4 VE,8806086206501,2 GB,16 GB,1,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyS4VE/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-s4-gt-i9515-srebrny.bhtml#afterSearch-8806086206501||||product
344,Samsung,Galaxy S4 VE,8806086088145,null,null,null,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyS4VE/,null
345,HTC,Desire 620G,4718487665037,null,null,null,null,https://www.mgsm.pl/pl/katalog/HTC/Desire620G/,null
346,HTC,Desire 620G,4718487665044,null,null,null,null,https://www.mgsm.pl/pl/katalog/HTC/Desire620G/,null
347,Huawei,Ascend G620S,6901443030088,null,null,null,null,https://www.mgsm.pl/pl/katalog/Huawei/AscendG620S/,null
348,Goclever,Quantum 400 Lite,5906736069500,null,null,null,null,https://www.mgsm.pl/pl/katalog/Goclever/Quantum400Lite/,null
349,Manta,MS1701 Vintage,5907377863403,poniżej 512 MB,null,2,null,https://www.mgsm.pl/pl/katalog/Manta/MS1701Vintage/,https://www.euro.com.pl/telefony-komorkowe/manta-vintage-ms1701aw-bialo-pomaranczowy.bhtml#afterSearch-5907377863403||||product
350,Sony,Xperia E4,7311271510222,1 GB,8 GB,1,null,https://www.mgsm.pl/pl/katalog/Sony/XperiaE4/,https://www.euro.com.pl/telefony-komorkowe/sony-xperia-e4-bialy.bhtml#afterSearch-7311271510222||||product
351,Sony,Xperia E4,7311271510253,1 GB,8 GB,1,null,https://www.mgsm.pl/pl/katalog/Sony/XperiaE4/,https://www.euro.com.pl/telefony-komorkowe/sony-xperia-e4-czarny.bhtml#afterSearch-7311271510253||||product
352,Honor,6 Plus,6901443056491,null,null,null,null,https://www.mgsm.pl/pl/katalog/Honor/6Plus/,null
353,Honor,6 Plus,6901443056507,null,null,null,null,https://www.mgsm.pl/pl/katalog/Honor/6Plus/,null
354,Honor,6 Plus,6901443056484,null,null,null,null,https://www.mgsm.pl/pl/katalog/Honor/6Plus/,null
355,Allview,P5 Life,5948790006695,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/Allview/P5Life/,https://www.euro.com.pl/telefony-komorkowe/allview-p5-life-czarny.bhtml#afterSearch-5948790006695||||product
356,Allview,P4 Life,5948790006688,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/Allview/P4Life/,https://www.euro.com.pl/telefony-komorkowe/allview-p4-life-czarny.bhtml#afterSearch-5948790006688||||product
357,Samsung,Galaxy A7,8806086926508,2 GB,16 GB,1,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyA7/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-a7-sm-a700f-bialy.bhtml#afterSearch-8806086926508||||product
358,Samsung,Galaxy A7,8806086926492,null,null,null,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyA7/,null
359,Samsung,Galaxy A7,8806086926485,2 GB,16 GB,1,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyA7/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-a7-sm-a700f-zloty.bhtml#afterSearch-8806086926485||||product
360,HTC,Desire 320,4718487660148,1 GB,8 GB,1,null,https://www.mgsm.pl/pl/katalog/HTC/Desire320/,https://www.euro.com.pl/telefony-komorkowe/htc-desire-320-szary.bhtml#afterSearch-4718487660148||||product
361,HTC,Desire 320,4718487660155,1 GB,8 GB,1,null,https://www.mgsm.pl/pl/katalog/HTC/Desire320/,https://www.euro.com.pl/telefony-komorkowe/htc-desire-320-bialy.bhtml#afterSearch-4718487660155||||product
362,LG,G Flex2,8806084981103,null,null,null,null,https://www.mgsm.pl/pl/katalog/LG/GFlex2/,null
363,Asus,ZenFone 2 ZE551ML,4712900089141,null,null,null,null,https://www.mgsm.pl/pl/katalog/Asus/ZenFone2ZE551ML/,null
364,Asus,ZenFone 2 ZE551ML,4712900074758,null,null,null,null,https://www.mgsm.pl/pl/katalog/Asus/ZenFone2ZE551ML/,null
365,Asus,ZenFone 2 ZE551ML,4712900074819,null,null,null,null,https://www.mgsm.pl/pl/katalog/Asus/ZenFone2ZE551ML/,null
366,Asus,ZenFone 2 ZE551ML,4712900074727,null,null,null,null,https://www.mgsm.pl/pl/katalog/Asus/ZenFone2ZE551ML/,null
367,Asus,ZenFone 2 ZE551ML,4712900074802,null,null,null,null,https://www.mgsm.pl/pl/katalog/Asus/ZenFone2ZE551ML/,null
368,Nokia,215 Dual SIM,6438158711877,poniżej 512 MB,null,2,null,https://www.mgsm.pl/pl/katalog/Nokia/215DualSIM/,https://www.euro.com.pl/telefony-komorkowe/nokia-215-dual-sim-bialy.bhtml#afterSearch-6438158711877||||product
369,Nokia,215 Dual SIM,6438158711860,null,null,null,null,https://www.mgsm.pl/pl/katalog/Nokia/215DualSIM/,null
370,Nokia,215 Dual SIM,6438158711884,poniżej 512 MB,null,2,null,https://www.mgsm.pl/pl/katalog/Nokia/215DualSIM/,https://www.euro.com.pl/telefony-komorkowe/nokia-215-dual-sim-zielony.bhtml#afterSearch-6438158711884||||product
371,Microsoft,Lumia 435 Dual SIM,6438158715851,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/Microsoft/Lumia435DualSIM/,https://www.euro.com.pl/telefony-komorkowe/microsoft-lumia-435-dual-sim-czarny.bhtml#afterSearch-6438158715851||||product
372,Microsoft,Lumia 435 Dual SIM,6438158715899,null,null,null,null,https://www.mgsm.pl/pl/katalog/Microsoft/Lumia435DualSIM/,null
373,Microsoft,Lumia 435 Dual SIM,6438158715929,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/Microsoft/Lumia435DualSIM/,https://www.euro.com.pl/telefony-komorkowe/microsoft-lumia-435-dual-sim-pomaranczowy.bhtml#afterSearch-6438158715929||||product
374,Microsoft,Lumia 532 Dual SIM,6438158715868,null,null,null,null,https://www.mgsm.pl/pl/katalog/Microsoft/Lumia532DualSIM/,null
375,Microsoft,Lumia 532 Dual SIM,6438158715882,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/Microsoft/Lumia532DualSIM/,https://www.euro.com.pl/telefony-komorkowe/microsoft-lumia-532-dualsim-pomaranczowy.bhtml#afterSearch-6438158715882||||product
376,Microsoft,Lumia 532 Dual SIM,6438158715875,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/Microsoft/Lumia532DualSIM/,https://www.euro.com.pl/telefony-komorkowe/microsoft-lumia-532-dualsim-zielony.bhtml#afterSearch-6438158715875||||product
377,Allview,P6 Energy,5948790006756,null,null,null,null,https://www.mgsm.pl/pl/katalog/Allview/P6Energy/,null
378,MaxCom,MM237,5908235973241,poniżej 512 MB,null,2,null,https://www.mgsm.pl/pl/katalog/MaxCom/MM237/,https://www.euro.com.pl/telefony-komorkowe/maxcom-mm237.bhtml#afterSearch-5908235973241||||product
379,MaxCom,MS450,5908235973210,null,null,null,null,https://www.mgsm.pl/pl/katalog/MaxCom/MS450/,null
380,M-Life,ML0586,5901890019200,null,null,null,null,null,null
381,M-Life,ML0639,5901890007702,poniżej 512 MB,null,1,null,null,https://www.euro.com.pl/telefony-komorkowe/m-audio-ml0639-czarny.bhtml#afterSearch-5901890007702||||product
382,Allview,M8 Join,5948790007234,poniżej 512 MB,null,1,null,https://www.mgsm.pl/pl/katalog/Allview/M8Join/,https://www.euro.com.pl/telefony-komorkowe/allview-m8-join-bialy.bhtml#afterSearch-5948790007234||||product
383,Allview,M8 Join,5948790007241,poniżej 512 MB,null,1,null,https://www.mgsm.pl/pl/katalog/Allview/M8Join/,https://www.euro.com.pl/telefony-komorkowe/allview-m8-join-czarny.bhtml#afterSearch-5948790007241||||product
384,Samsung,Galaxy Grand Prime,8806086569002,1 GB,8 GB,1,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyGrandPrime/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-grand-prime-bialy.bhtml#afterSearch-8806086569002||||product
385,Samsung,Galaxy Grand Prime,8806086568999,1 GB,8 GB,1,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyGrandPrime/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-grand-prime-ciemnoszary.bhtml#afterSearch-8806086568999||||product
386,Samsung,Galaxy Core 2,8806086391320,0.7 GB,4 GB,1,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyCore2/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-core-2-bialy.bhtml#afterSearch-8806086391320||||product
387,Samsung,Galaxy Core 2,8806086391290,0.7 GB,4 GB,1,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyCore2/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-core-2-czarny.bhtml#afterSearch-8806086391290||||product
388,Asus,ZenFone C ZC451CG,4712900057508,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/Asus/ZenFoneCZC451CG/,https://www.euro.com.pl/telefony-komorkowe/asus-zenfone-c-zc451c-8gb-bialy.bhtml#afterSearch-4712900057508||||product
389,Asus,ZenFone C ZC451CG,4712900057089,null,null,null,null,https://www.mgsm.pl/pl/katalog/Asus/ZenFoneCZC451CG/,null
390,Asus,ZenFone C ZC451CG,4712900057041,null,null,null,null,https://www.mgsm.pl/pl/katalog/Asus/ZenFoneCZC451CG/,null
391,Modecom,XINO Z46 X4+,5901885242743,null,null,null,null,https://www.mgsm.pl/pl/katalog/Modecom/XINOZ46X4+/,null
392,Wiko,Riff,6297000512785,null,null,null,null,https://www.mgsm.pl/pl/katalog/Wiko/Riff/,null
393,Wiko,Riff,6297000512600,null,null,null,null,https://www.mgsm.pl/pl/katalog/Wiko/Riff/,null
394,Wiko,Lubi 3,6297000512464,null,null,2,null,https://www.mgsm.pl/pl/katalog/Wiko/Lubi3/,https://www.euro.com.pl/telefony-komorkowe/wiko-mobile-lubi3-czarny.bhtml#afterSearch-6297000512464||||product
395,Samsung,Galaxy J1 Duos,8806086683654,0.5 GB,4 GB,2,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyJ1Duos/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-j1-dual-sim-czarny.bhtml#afterSearch-8806086683654||||product
396,Samsung,Galaxy J1 Duos,8806086683760,0.5 GB,4 GB,1,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyJ1Duos/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-j1-niebieski.bhtml#afterSearch-8806086683760||||product
397,Samsung,Galaxy J1 Duos,8806086683715,0.5 GB,4 GB,2,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyJ1Duos/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-j1-dual-sim-niebieski.bhtml#afterSearch-8806086683715||||product
398,Sony,Xperia E4g,7311271520863,null,null,null,null,https://www.mgsm.pl/pl/katalog/Sony/XperiaE4g/,null
399,Sony,Xperia E4g,7311271520870,null,null,null,null,https://www.mgsm.pl/pl/katalog/Sony/XperiaE4g/,null
400,Telefunken,Selfie TS2,5901801901310,0.5 GB,512 MB,2,null,https://www.mgsm.pl/pl/katalog/Telefunken/SelfieTS2/,https://www.euro.com.pl/telefony-komorkowe/telefunken-selfie-ts2-bialo-niebieski.bhtml#afterSearch-5901801901310||||product
401,Telefunken,Selfie TS2,5901801901334,0.5 GB,512 MB,2,null,https://www.mgsm.pl/pl/katalog/Telefunken/SelfieTS2/,https://www.euro.com.pl/telefony-komorkowe/telefunken-selfie-ts2-bialo-czerwony.bhtml#afterSearch-5901801901334||||product
402,Telefunken,Selfie TS2,5901801901341,0.5 GB,512 MB,2,null,https://www.mgsm.pl/pl/katalog/Telefunken/SelfieTS2/,https://www.euro.com.pl/telefony-komorkowe/telefunken-selfie-ts2-bialo-zolty.bhtml#afterSearch-5901801901341||||product
403,Telefunken,Selfie TS2,5901801901327,0.5 GB,512 MB,2,null,https://www.mgsm.pl/pl/katalog/Telefunken/SelfieTS2/,https://www.euro.com.pl/telefony-komorkowe/telefunken-selfie-ts2-bialo-czarny.bhtml#afterSearch-5901801901327||||product
404,Manta,TEL1703,5907377864745,null,null,null,null,https://www.mgsm.pl/pl/katalog/Manta/TEL1703/,null
405,Goclever,Quantum 550,5906736069920,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/Goclever/Quantum550/,https://www.euro.com.pl/telefony-komorkowe/goclever-quantum-550.bhtml#afterSearch-5906736069920||||product
406,Evolveo,StrongPhone D2,8594161335856,0.5 GB,4 GB,2,null,https://www.mgsm.pl/pl/katalog/Evolveo/StrongPhoneD2/,https://www.euro.com.pl/telefony-komorkowe/evolveo-strongphone-d2.bhtml#afterSearch-8594161335856||||product
407,LG,Spirit,8806084978400,null,null,null,null,https://www.mgsm.pl/pl/katalog/LG/Spirit/,null
408,LG,Leon,8806084979674,1 GB,8 GB,1,null,https://www.mgsm.pl/pl/katalog/LG/Leon/,https://www.euro.com.pl/telefony-komorkowe/lg-leon-4g-lte-tytanowy.bhtml#afterSearch-8806084979674||||product
409,LG,Leon,8806084984616,1 GB,8 GB,1,null,https://www.mgsm.pl/pl/katalog/LG/Leon/,https://www.euro.com.pl/telefony-komorkowe/lg-leon-4g-lte-zloty.bhtml#afterSearch-8806084984616||||product
410,HTC,One M9,1062089,3 GB,32 GB,1,null,https://www.mgsm.pl/pl/katalog/HTC/OneM9/,https://www.euro.com.pl/telefony-komorkowe/htc-one-m9-srebrno-zloty-harman-kardon-one.bhtml#afterSearch-1062089||||product
411,HTC,One M9,1062087,3 GB,32 GB,1,null,https://www.mgsm.pl/pl/katalog/HTC/OneM9/,https://www.euro.com.pl/telefony-komorkowe/htc-one-m9-gun-metal-harman-kardon-one.bhtml#afterSearch-1062087||||product
412,HTC,One M9,4718487671564,null,null,null,null,https://www.mgsm.pl/pl/katalog/HTC/OneM9/,null
413,HTC,One M9,4718487671557,null,null,null,null,https://www.mgsm.pl/pl/katalog/HTC/OneM9/,null
414,Goclever,Insignia 530 LTE,5906736069982,2 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Goclever/Insignia530LTE/,https://www.euro.com.pl/telefony-komorkowe/goclever-insignia-530-lte.bhtml#afterSearch-5906736069982||||product
415,myPhone,Infinity LTE,5902052861163,1 GB,16 GB,1,null,https://www.mgsm.pl/pl/katalog/myPhone/InfinityLTE/,https://www.euro.com.pl/telefony-komorkowe/myphone-infinity-lte-czarny.bhtml#afterSearch-5902052861163||||product
416,myPhone,Infinity LTE,5902052861156,1 GB,16 GB,1,null,https://www.mgsm.pl/pl/katalog/myPhone/InfinityLTE/,https://www.euro.com.pl/telefony-komorkowe/myphone-infinity-lte-bialy.bhtml#afterSearch-5902052861156||||product
417,myPhone,Infinity 3G,5902052861132,1 GB,16 GB,1,null,https://www.mgsm.pl/pl/katalog/myPhone/Infinity3G/,https://www.euro.com.pl/telefony-komorkowe/myphone-infinity-bialy.bhtml#afterSearch-5902052861132||||product
418,myPhone,Infinity 3G,5902052861149,1 GB,16 GB,1,null,https://www.mgsm.pl/pl/katalog/myPhone/Infinity3G/,https://www.euro.com.pl/telefony-komorkowe/myphone-infinity-czarny.bhtml#afterSearch-5902052861149||||product
419,Alcatel,One Touch Idol 3,4894461268057,null,null,null,null,https://www.mgsm.pl/pl/katalog/Alcatel/OneTouchIdol3/,null
420,Alcatel,One Touch Idol 3 Dual SIM,4894461316345,2 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Alcatel/OneTouchIdol3DualSIM/,https://www.euro.com.pl/telefony-komorkowe/alcatel-onetouch-idol-3-dual-sim-5-5-szary.bhtml#afterSearch-4894461316345||||product
421,Samsung,Galaxy S6,8806086706704,null,null,null,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyS6/,null
422,Samsung,Galaxy S6,8806086877091,3 GB,32 GB,1,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyS6/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-s6-sm-g920f-32gb-niebieski.bhtml#afterSearch-8806086877091||||product
423,Samsung,Galaxy S6,8806086693158,3 GB,64 GB,1,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyS6/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-s6-sm-g920f-64gb-czarny.bhtml#afterSearch-8806086693158||||product
424,Samsung,Galaxy S6,8806086693165,3 GB,32 GB,1,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyS6/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-s6-sm-g920f-32gb-bialy.bhtml#afterSearch-8806086693165||||product
425,Samsung,Galaxy S6,8806086764452,3 GB,64 GB,1,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyS6/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-s6-sm-g920f-64gb-zloty.bhtml#afterSearch-8806086764452||||product
426,Samsung,Galaxy S6,8806086764674,3 GB,64 GB,1,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyS6/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-s6-sm-g920f-64gb-niebieski.bhtml#afterSearch-8806086764674||||product
427,Samsung,Galaxy S6,8806086877039,null,null,null,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyS6/,null
428,Samsung,Galaxy S6,8806086693080,3 GB,64 GB,1,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyS6/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-s6-sm-g920f-64gb-bialy.bhtml#afterSearch-8806086693080||||product
429,Samsung,Galaxy S6,8806086693219,null,null,null,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyS6/,null
430,Samsung,Galaxy S6,8806086693264,null,null,null,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyS6/,null
431,Samsung,Galaxy S6 Edge,8806086853170,3 GB,128 GB,1,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyS6Edge/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-s6-edge-sm-g925f-128gb-czarny.bhtml#afterSearch-8806086853170||||product
432,Samsung,Galaxy S6 Edge,8806086876773,3 GB,128 GB,1,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyS6Edge/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-s6-edge-sm-g925f-128gb-zloty.bhtml#afterSearch-8806086876773||||product
433,Samsung,Galaxy S6 Edge,8806086890373,3 GB,64 GB,1,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyS6Edge/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-s6-edge-sm-g925f-64gb-zloty.bhtml#afterSearch-8806086890373||||product
434,Samsung,Galaxy S6 Edge,8806086842112,3 GB,64 GB,1,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyS6Edge/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-s6-edge-sm-g925f-64gb-bialy.bhtml#afterSearch-8806086842112||||product
435,Samsung,Galaxy S6 Edge,8806086852906,3 GB,32 GB,1,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyS6Edge/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-s6-edge-sm-g925f-32gb-bialy.bhtml#afterSearch-8806086852906||||product
436,Samsung,Galaxy S6 Edge,8806086853248,3 GB,64 GB,1,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyS6Edge/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-s6-edge-sm-g925f-64gb-czarny.bhtml#afterSearch-8806086853248||||product
437,Samsung,Galaxy S6 Edge,8806086842075,null,null,null,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyS6Edge/,null
438,Samsung,Galaxy S6 Edge,8806086890540,null,null,null,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyS6Edge/,null
439,Samsung,Galaxy S6 Edge,8806086890335,null,null,null,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyS6Edge/,null
